client_num,customer_age,gender,dependent_count,education_level,marital_status,state_cd,zipcode,car_owner,house_owner,personal_loan,contact,customer_job,income,cust_satisfaction_score,card_category,annual_fees,activation_30_days,customer_acq_cost,week_start_date,week_num,qtr,current_year,credit_limit,total_revolving_bal,total_trans_amt,total_trans_vol,avg_utilization_ratio,use_chip,exp_type,interest_earned,delinquent_acc
716317458,"49,00",F,"4,00",High School,Single,TX,91750,no,no,no,unknown,Selfemployeed,"14.975,00","3,00",Blue,"350,00","0,00","91,00",04/06/2023,Week-23,Q2,2023,"4.281,00","0,00","1.723,00","44,00",0,Chip,Grocery,482.44,"0,00"
716319258,"52,00",F,"5,00",Graduate,Single,SC,91750,yes,no,no,cellular,Retirees,"103.132,00","3,00",Blue,"470,00","0,00","146,00",04/06/2023,Week-23,Q2,2023,"34.516,00","1.742,00","7.360,00","82,00",0.05,Swipe,Entertainment,1692.8,"0,00"
716321583,"41,00",F,"4,00",High School,Single,TX,91750,yes,no,no,telephone,White-collar,"37.400,00","2,00",Blue,"140,00","0,00","148,00",04/06/2023,Week-23,Q2,2023,"12.740,00","1.173,00","3.441,00","55,00",0.092,Swipe,Bills,825.84,"0,00"
716322783,"51,00",M,"3,00",Graduate,Married,TX,91750,no,no,no,telephone,Retirees,"67.739,00","3,00",Blue,"175,00","1,00","120,00",04/06/2023,Week-23,Q2,2023,"2.154,00","1.628,00","4.538,00","74,00",0.756,Swipe,Entertainment,1089.12,"0,00"
716323683,"40,00",M,"2,00",Unknown,Single,NJ,91750,yes,no,no,cellular,Businessman,"126.499,00","5,00",Blue,"320,00","0,00","83,00",04/06/2023,Week-23,Q2,2023,"32.791,00","1.607,00","13.177,00","106,00",0.049,Swipe,Fuel,790.62,"0,00"
716324583,"48,00",M,"3,00",High School,Single,FL,91750,yes,yes,no,cellular,Govt,"69.325,00","3,00",Blue,"200,00","0,00","77,00",04/06/2023,Week-23,Q2,2023,"2.875,00","1.892,00","4.577,00","81,00",0.658,Swipe,Grocery,1235.79,"0,00"
716328558,"32,00",M,"1,00",High School,Married,NY,91750,yes,no,no,cellular,Selfemployeed,"66.729,00","2,00",Blue,"300,00","1,00","87,00",04/06/2023,Week-23,Q2,2023,"11.434,00","0,00","4.520,00","83,00",0,Swipe,Entertainment,994.4,"0,00"
716329383,"39,00",M,"3,00",Graduate,Single,NY,91750,no,no,no,cellular,Selfemployeed,"75.415,00","3,00",Blue,"475,00","0,00","117,00",04/06/2023,Week-23,Q2,2023,"3.138,00","986,00","4.724,00","56,00",0.314,Swipe,Grocery,944.8,"0,00"
716331408,"46,00",F,"2,00",Graduate,Married,TX,91750,yes,no,yes,unknown,Blue-collar,"12.325,00","5,00",Blue,"300,00","1,00","72,00",04/06/2023,Week-23,Q2,2023,"2.143,00","0,00","1.353,00","36,00",0,Swipe,Bills,324.72,"0,00"
716332533,"35,00",M,"1,00",Graduate,Single,MI,91750,yes,yes,no,telephone,Selfemployeed,"74.996,00","2,00",Blue,"450,00","0,00","91,00",04/06/2023,Week-23,Q2,2023,"3.509,00","1.819,00","4.712,00","84,00",0.518,Swipe,Grocery,659.68,"0,00"
716333283,"50,00",M,"1,00",Graduate,Married,NY,91750,no,no,yes,cellular,Blue-collar,"97.141,00","5,00",Blue,"325,00","0,00","106,00",04/06/2023,Week-23,Q2,2023,"1.869,00","1.255,00","5.269,00","80,00",0.671,Swipe,Entertainment,1106.49,"0,00"
716334258,"48,00",M,"2,00",Doctorate,Single,NY,91750,no,no,no,cellular,Retirees,"16.656,00","5,00",Blue,"350,00","1,00","74,00",04/06/2023,Week-23,Q2,2023,"5.238,00","1.365,00","1.834,00","43,00",0.261,Swipe,Entertainment,201.74,"0,00"
716335983,"49,00",M,"1,00",Graduate,Single,FL,91750,yes,no,no,cellular,White-collar,"109.309,00","2,00",Blue,"350,00","0,00","93,00",04/06/2023,Week-23,Q2,2023,"6.713,00","1.590,00","7.946,00","85,00",0.237,Swipe,Fuel,1589.2,"0,00"
716340783,"55,00",F,"2,00",Uneducated,Married,CA,90026,no,no,no,unknown,Businessman,"168.820,00","1,00",Blue,"300,00","1,00","74,00",04/06/2023,Week-23,Q2,2023,"21.526,00","1.320,00","14.441,00","105,00",0.061,Swipe,Food,1588.51,"0,00"
716341833,"35,00",F,"0,00",Unknown,Married,FL,91750,yes,no,no,unknown,Businessman,"15.549,00","3,00",Blue,"270,00","0,00","116,00",04/06/2023,Week-23,Q2,2023,"4.646,00","1.730,00","1.774,00","37,00",0.372,Swipe,Bills,496.72,"0,00"
716343408,"42,00",F,"3,00",Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,"12.905,00","3,00",Blue,"270,00","1,00","60,00",04/06/2023,Week-23,Q2,2023,"8.475,00","1.385,00","1.381,00","40,00",0.163,Swipe,Fuel,303.82,"0,00"
716345283,"47,00",M,"4,00",High School,Married,FL,91750,no,no,no,cellular,White-collar,"56.192,00","2,00",Blue,"350,00","1,00","77,00",04/06/2023,Week-23,Q2,2023,"4.712,00","1.920,00","4.277,00","66,00",0.407,Chip,Fuel,727.09,"0,00"
716346183,"33,00",M,"3,00",High School,Single,NJ,91750,yes,no,no,cellular,White-collar,"52.396,00","2,00",Blue,"200,00","1,00","87,00",04/06/2023,Week-23,Q2,2023,"9.051,00","1.557,00","4.169,00","72,00",0.172,Chip,Bills,1042.25,"0,00"
716349183,"59,00",F,"1,00",Graduate,Single,NY,91750,yes,yes,no,telephone,Retirees,"22.708,00","3,00",Blue,"250,00","0,00","131,00",04/06/2023,Week-23,Q2,2023,"4.784,00","0,00","2.160,00","54,00",0,Swipe,Entertainment,540,"0,00"
716350008,"38,00",F,"3,00",Unknown,Single,FL,91750,yes,yes,yes,telephone,Businessman,"112.356,00","2,00",Blue,"100,00","1,00","91,00",04/06/2023,Week-23,Q2,2023,"2.937,00","1.633,00","8.235,00","102,00",0.556,Swipe,Bills,2141.1,"0,00"
716351208,"56,00",F,"2,00",High School,Married,NY,91750,no,no,no,cellular,Businessman,"52.624,00","3,00",Blue,"410,00","0,00","160,00",04/06/2023,Week-23,Q2,2023,"4.095,00","2.517,00","4.175,00","77,00",0.615,Swipe,Bills,876.75,"0,00"
716352033,"58,00",M,"1,00",Graduate,Married,NY,91750,yes,yes,no,cellular,Blue-collar,"82.388,00","3,00",Blue,"420,00","1,00","74,00",04/06/2023,Week-23,Q2,2023,"2.796,00","1.035,00","4.869,00","78,00",0.37,Chip,Food,1168.56,"0,00"
716353083,"45,00",M,"3,00",Doctorate,Single,TX,91750,no,no,no,telephone,Blue-collar,"62.821,00","3,00",Blue,"245,00","0,00","99,00",04/06/2023,Week-23,Q2,2023,"6.733,00","1.028,00","4.444,00","72,00",0.153,Swipe,Grocery,488.84,"0,00"
716354883,"52,00",F,"1,00",Uneducated,Single,CA,91750,no,yes,no,cellular,Govt,"34.383,00","3,00",Blue,"300,00","1,00","92,00",04/06/2023,Week-23,Q2,2023,"9.076,00","0,00","3.048,00","53,00",0,Swipe,Food,883.92,"0,00"
716355783,"54,00",F,"2,00",Graduate,Single,FL,91750,no,yes,yes,unknown,Blue-collar,"19.942,00","3,00",Blue,"280,00","1,00","105,00",04/06/2023,Week-23,Q2,2023,"13.080,00","0,00","1.999,00","44,00",0,Swipe,Bills,239.88,"0,00"
716357058,"48,00",F,"4,00",Graduate,Married,MI,91750,no,no,yes,cellular,Govt,"33.793,00","1,00",Blue,"420,00","1,00","86,00",04/06/2023,Week-23,Q2,2023,"2.611,00","787,00","2.955,00","56,00",0.301,Chip,Grocery,679.65,"0,00"
716358033,"63,00",M,"1,00",Graduate,Single,FL,91750,no,yes,yes,cellular,Govt,"89.687,00","3,00",Blue,"390,00","1,00","99,00",04/06/2023,Week-23,Q2,2023,"6.189,00","0,00","5.004,00","65,00",0,Swipe,Fuel,750.6,"0,00"
716362008,"48,00",F,"2,00",Doctorate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,"14.975,00","2,00",Blue,"430,00","1,00","78,00",04/06/2023,Week-23,Q2,2023,"1.808,00","1.009,00","1.744,00","35,00",0.558,Swipe,Food,453.44,"0,00"
716363658,"31,00",M,"1,00",High School,Single,FL,91750,yes,yes,no,cellular,Blue-collar,"45.296,00","3,00",Blue,"375,00","1,00","162,00",04/06/2023,Week-23,Q2,2023,"25.873,00","582,00","3.920,00","84,00",0.022,Swipe,Entertainment,1019.2,"0,00"
716364408,"47,00",M,"4,00",Unknown,Single,NY,91750,no,yes,no,cellular,Govt,"52.016,00","1,00",Blue,"125,00","0,00","119,00",04/06/2023,Week-23,Q2,2023,"-168.681,00","0,00","4.155,00","62,00",0,Chip,Entertainment,955.65,"0,00"
716365233,"46,00",M,"2,00",Graduate,Married,TX,91750,yes,no,no,cellular,Blue-collar,"82.992,00","1,00",Blue,"375,00","1,00","106,00",04/06/2023,Week-23,Q2,2023,"1.665,00","964,00","4.881,00","75,00",0.579,Swipe,Bills,390.48,"0,00"
716366208,"53,00",M,"3,00",Graduate,Married,FL,91750,yes,no,no,cellular,White-collar,"96.196,00","3,00",Blue,"395,00","0,00","96,00",04/06/2023,Week-23,Q2,2023,"8.103,00","0,00","5.221,00","82,00",0,Swipe,Entertainment,1514.09,"0,00"
716368008,"51,00",F,"2,00",Doctorate,Married,CA,91750,no,yes,no,cellular,Businessman,"33.598,00","2,00",Blue,"405,00","1,00","118,00",04/06/2023,Week-23,Q2,2023,"3.137,00","959,00","2.925,00","41,00",0.306,Swipe,Fuel,263.25,"0,00"
716369208,"27,00",M,"0,00",Graduate,Unknown,TX,91750,no,yes,no,cellular,Selfemployeed,"87.127,00","1,00",Blue,"125,00","1,00","73,00",04/06/2023,Week-23,Q2,2023,"2.420,00","1.223,00","4.954,00","82,00",0.505,Swipe,Grocery,346.78,"0,00"
716370258,"47,00",M,"2,00",Unknown,Unknown,CA,91750,yes,no,no,cellular,Blue-collar,"67.658,00","1,00",Blue,"220,00","1,00","81,00",04/06/2023,Week-23,Q2,2023,"2.188,00","1.067,00","4.537,00","66,00",0.488,Swipe,Food,635.18,"0,00"
716371308,"49,00",M,"2,00",High School,Unknown,NY,91750,no,yes,no,cellular,Govt,"65.369,00","3,00",Blue,"110,00","0,00","95,00",04/06/2023,Week-23,Q2,2023,"4.947,00","0,00","4.497,00","84,00",0,Swipe,Entertainment,404.73,"0,00"
716372358,"39,00",M,"4,00",Graduate,Married,FL,91750,no,no,no,cellular,Businessman,"152.284,00","3,00",Blue,"225,00","0,00","85,00",04/06/2023,Week-23,Q2,2023,"6.765,00","0,00","14.133,00","124,00",0,Swipe,Entertainment,4098.57,"0,00"
716373483,"55,00",F,"0,00",Uneducated,Unknown,NY,91750,no,no,no,unknown,Selfemployeed,"14.975,00","2,00",Blue,"190,00","0,00","98,00",04/06/2023,Week-23,Q2,2023,"2.860,00","2.517,00","1.544,00","45,00",0.88,Swipe,Bills,277.92,"0,00"
716374308,"47,00",F,"3,00",Graduate,Married,TX,91750,yes,yes,no,cellular,Retirees,"18.031,00","3,00",Blue,"400,00","1,00","108,00",04/06/2023,Week-23,Q2,2023,"3.477,00","1.875,00","1.897,00","50,00",0.539,Swipe,Food,417.34,"0,00"
716375883,"52,00",F,"4,00",High School,Single,FL,91750,no,yes,no,unknown,Selfemployeed,"14.975,00","2,00",Blue,"175,00","0,00","120,00",04/06/2023,Week-23,Q2,2023,"2.447,00","1.558,00","1.716,00","38,00",0.637,Online,Bills,102.96,"0,00"
716378658,"52,00",F,"1,00",Graduate,Single,TX,91750,yes,yes,yes,unknown,Selfemployeed,"14.975,00","3,00",Blue,"245,00","1,00","162,00",04/06/2023,Week-23,Q2,2023,"2.629,00","1.476,00","1.725,00","41,00",0.561,Swipe,Bills,224.25,"0,00"
716380683,"48,00",F,"1,00",Graduate,Single,NY,91750,no,no,no,telephone,Selfemployeed,"14.975,00","3,00",Blue,"365,00","0,00","83,00",04/06/2023,Week-23,Q2,2023,"3.880,00","1.542,00","1.598,00","39,00",0.397,Swipe,Entertainment,239.7,"0,00"
716381808,"54,00",F,"3,00",Uneducated,Married,FL,91750,no,yes,no,telephone,Govt,"42.819,00","1,00",Blue,"370,00","0,00","94,00",04/06/2023,Week-23,Q2,2023,"8.406,00","0,00","3.820,00","75,00",0,Swipe,Bills,764,"1,00"
716382708,"31,00",F,"0,00",Uneducated,Single,UT,91750,no,yes,no,unknown,Selfemployeed,"8.250,00","2,00",Blue,"245,00","1,00","84,00",04/06/2023,Week-23,Q2,2023,"8.309,00","858,00","1.165,00","35,00",0.103,Swipe,Entertainment,81.55,"1,00"
716383683,"49,00",F,"2,00",Unknown,Single,TX,91750,no,yes,no,unknown,Blue-collar,"12.130,00","3,00",Blue,"275,00","0,00","92,00",04/06/2023,Week-23,Q2,2023,"-168.681,00","0,00","1.338,00","28,00",0,Swipe,Entertainment,173.94,"1,00"
716385033,"45,00",F,"4,00",Graduate,Single,FL,91750,yes,yes,no,cellular,Govt,"52.093,00","3,00",Blue,"320,00","0,00","61,00",04/06/2023,Week-23,Q2,2023,"4.408,00","1.201,00","4.157,00","71,00",0.272,Chip,Food,374.13,"0,00"
716385858,"32,00",F,"1,00",Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,"85.685,00","1,00",Blue,"405,00","1,00","143,00",04/06/2023,Week-23,Q2,2023,"2.205,00","1.245,00","4.921,00","90,00",0.565,Chip,Food,344.47,"0,00"
716387733,"54,00",F,"2,00",Graduate,Single,CA,91750,yes,no,no,unknown,Selfemployeed,"14.975,00","2,00",Blue,"125,00","1,00","76,00",04/06/2023,Week-23,Q2,2023,"5.662,00","1.484,00","1.693,00","25,00",0.262,Swipe,Bills,440.18,"0,00"
716389833,"36,00",M,"2,00",Uneducated,Single,NJ,91750,no,no,no,unknown,Blue-collar,"50.267,00","3,00",Blue,"430,00","1,00","120,00",04/06/2023,Week-23,Q2,2023,"2.319,00","1.026,00","4.099,00","74,00",0.442,Chip,Fuel,286.93,"0,00"
716390958,"53,00",F,"1,00",Graduate,Single,NY,91750,yes,no,no,cellular,Selfemployeed,"14.975,00","3,00",Blue,"355,00","1,00","92,00",04/06/2023,Week-23,Q2,2023,"26.107,00","0,00","1.697,00","47,00",0,Chip,Bills,356.37,"0,00"
716393958,"35,00",F,"2,00",Graduate,Married,TX,91750,yes,no,no,cellular,Selfemployeed,"43.676,00","2,00",Blue,"125,00","1,00","109,00",04/06/2023,Week-23,Q2,2023,"28.262,00","1.483,00","3.855,00","66,00",0.052,Swipe,Fuel,809.55,"0,00"
716396358,"35,00",F,"3,00",Uneducated,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,"14.975,00","2,00",Blue,"400,00","1,00","108,00",04/06/2023,Week-23,Q2,2023,"3.085,00","1.910,00","1.531,00","35,00",0.619,Online,Travel,168.41,"0,00"
716399583,"56,00",F,"2,00",Uneducated,Unknown,TX,91750,yes,no,yes,unknown,Retirees,"24.924,00","3,00",Blue,"100,00","0,00","106,00",04/06/2023,Week-23,Q2,2023,"19.630,00","1.251,00","2.286,00","39,00",0.064,Swipe,Bills,434.34,"0,00"
716400633,"34,00",F,"3,00",Uneducated,Single,CA,91750,no,no,no,unknown,White-collar,"20.859,00","1,00",Blue,"395,00","0,00","54,00",04/06/2023,Week-23,Q2,2023,"5.156,00","1.427,00","2.057,00","54,00",0.277,Swipe,Grocery,514.25,"0,00"
716402508,"53,00",F,"4,00",Graduate,Single,TX,91750,no,yes,no,unknown,White-collar,"55.757,00","3,00",Blue,"285,00","1,00","131,00",04/06/2023,Week-23,Q2,2023,"2.705,00","1.681,00","4.265,00","87,00",0.621,Chip,Fuel,682.4,"0,00"
716403633,"43,00",F,"2,00",Post-Graduate,Single,TX,91750,no,yes,no,cellular,Blue-collar,"63.989,00","2,00",Blue,"150,00","1,00","79,00",04/06/2023,Week-23,Q2,2023,"3.426,00","1.650,00","4.467,00","69,00",0.482,Chip,Grocery,893.4,"0,00"
716404383,"32,00",F,"1,00",Graduate,Single,CA,91750,no,yes,yes,unknown,Blue-collar,"25.533,00","3,00",Blue,"450,00","1,00","115,00",04/06/2023,Week-23,Q2,2023,"18.799,00","2.517,00","2.315,00","52,00",0.134,Swipe,Bills,162.05,"0,00"
716406483,"38,00",M,"2,00",High School,Married,NY,91750,no,no,no,cellular,White-collar,"125.165,00","1,00",Blue,"475,00","0,00","76,00",04/06/2023,Week-23,Q2,2023,"23.760,00","1.349,00","13.124,00","103,00",0.057,Online,Bills,1706.12,"0,00"
716408058,"57,00",F,"2,00",Post-Graduate,Single,FL,91750,yes,no,yes,unknown,Govt,"40.199,00","3,00",Blue,"125,00","0,00","88,00",04/06/2023,Week-23,Q2,2023,"2.500,00","1.298,00","3.673,00","72,00",0.519,Chip,Grocery,844.79,"0,00"
716411358,"37,00",M,"1,00",Graduate,Married,TX,91750,no,no,no,cellular,Govt,"73.777,00","2,00",Blue,"125,00","0,00","79,00",04/06/2023,Week-23,Q2,2023,"2.652,00","0,00","4.676,00","78,00",0,Swipe,Grocery,280.56,"0,00"
716414958,"34,00",F,"2,00",Graduate,Married,CA,91750,no,no,no,cellular,Govt,"39.968,00","3,00",Blue,"200,00","0,00","86,00",04/06/2023,Week-23,Q2,2023,"2.366,00","1.927,00","3.659,00","66,00",0.814,Swipe,Fuel,439.08,"0,00"
716420358,"62,00",F,"1,00",Unknown,Single,TX,91750,yes,yes,yes,unknown,Businessman,"35.127,00","1,00",Blue,"300,00","0,00","68,00",04/06/2023,Week-23,Q2,2023,"2.602,00","1.490,00","3.151,00","78,00",0.573,Swipe,Bills,472.65,"0,00"
716421633,"54,00",F,"3,00",Unknown,Married,FL,91750,yes,yes,no,unknown,Selfemployeed,"35.311,00","2,00",Blue,"405,00","1,00","80,00",04/06/2023,Week-23,Q2,2023,"3.523,00","0,00","3.174,00","44,00",0,Chip,Bills,349.14,"0,00"
716425833,"52,00",F,"2,00",High School,Single,FL,91750,yes,no,no,cellular,White-collar,"15.999,00","3,00",Blue,"250,00","1,00","86,00",04/06/2023,Week-23,Q2,2023,"34.516,00","1.229,00","1.797,00","35,00",0.036,Swipe,Fuel,215.64,"0,00"
716430933,"56,00",M,"1,00",Uneducated,Married,MN,91750,no,no,no,cellular,Businessman,"139.445,00","3,00",Platinum,"420,00","0,00","75,00",04/06/2023,Week-23,Q2,2023,"3.973,00","0,00","13.740,00","131,00",0,Swipe,Bills,2198.4,"0,00"
716431833,"43,00",M,"3,00",Graduate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,"71.027,00","2,00",Blue,"150,00","0,00","162,00",04/06/2023,Week-23,Q2,2023,"11.209,00","1.165,00","4.614,00","96,00",0.104,Swipe,Grocery,1338.06,"0,00"
716432658,"58,00",M,"2,00",High School,Single,CA,91750,no,no,no,telephone,Govt,"64.991,00","3,00",Blue,"270,00","0,00","83,00",04/06/2023,Week-23,Q2,2023,"-168.681,00","0,00","4.490,00","65,00",0,Swipe,Fuel,808.2,"0,00"
716434533,"42,00",F,"5,00",Uneducated,Single,NY,91750,no,no,no,cellular,Govt,"21.575,00","2,00",Blue,"245,00","1,00","89,00",04/06/2023,Week-23,Q2,2023,"29.149,00","0,00","2.106,00","56,00",0,Chip,Fuel,610.74,"0,00"
716436483,"33,00",F,"1,00",Graduate,Married,CA,91750,no,yes,no,unknown,Businessman,"29.117,00","1,00",Blue,"475,00","1,00","77,00",04/06/2023,Week-23,Q2,2023,"6.245,00","0,00","2.521,00","50,00",0,Swipe,Fuel,252.1,"0,00"
716437533,"37,00",F,"2,00",Uneducated,Single,FL,91750,yes,no,no,unknown,Blue-collar,"50.333,00","1,00",Blue,"175,00","0,00","79,00",04/06/2023,Week-23,Q2,2023,"11.862,00","0,00","4.101,00","88,00",0,Chip,Grocery,1148.28,"0,00"
716438433,"46,00",M,"4,00",Uneducated,Married,NJ,91750,no,yes,yes,cellular,Retirees,"47.275,00","3,00",Blue,"270,00","0,00","115,00",04/06/2023,Week-23,Q2,2023,"10.130,00","1.449,00","4.002,00","66,00",0.143,Swipe,Grocery,520.26,"0,00"
716439258,"53,00",M,"2,00",High School,Single,TX,91750,no,yes,no,cellular,White-collar,"136.157,00","3,00",Blue,"150,00","1,00","76,00",04/06/2023,Week-23,Q2,2023,"3.223,00","1.413,00","13.648,00","103,00",0.438,Swipe,Food,3139.04,"0,00"
716441058,"47,00",F,"2,00",Unknown,Married,NY,91750,no,no,no,cellular,White-collar,"144.029,00","1,00",Silver,"300,00","1,00","76,00",04/06/2023,Week-23,Q2,2023,"14.416,00","0,00","13.820,00","99,00",0,Swipe,Grocery,3869.6,"0,00"
716442333,"41,00",M,"2,00",High School,Single,NV,91750,no,no,no,cellular,Businessman,"88.369,00","3,00",Blue,"250,00","1,00","125,00",04/06/2023,Week-23,Q2,2023,"2.275,00","1.468,00","4.977,00","88,00",0.645,Chip,Fuel,597.24,"0,00"
716443608,"39,00",M,"1,00",Post-Graduate,Single,FL,91750,no,no,no,cellular,White-collar,"48.752,00","1,00",Blue,"95,00","1,00","115,00",04/06/2023,Week-23,Q2,2023,"7.199,00","1.235,00","4.050,00","78,00",0.172,Swipe,Bills,688.5,"0,00"
716444733,"48,00",M,"4,00",High School,Married,FL,91750,yes,no,no,cellular,Selfemployeed,"55.975,00","3,00",Blue,"150,00","0,00","91,00",04/06/2023,Week-23,Q2,2023,"-168.681,00","0,00","4.271,00","79,00",0,Online,Entertainment,256.26,"0,00"
716445783,"46,00",F,"3,00",Uneducated,Single,FL,91750,no,yes,no,unknown,Selfemployeed,"8.250,00","3,00",Blue,"375,00","1,00","119,00",04/06/2023,Week-23,Q2,2023,"22.718,00","0,00","1.191,00","37,00",0,Swipe,Bills,321.57,"0,00"
716447733,"56,00",F,"2,00",Unknown,Married,CA,91750,yes,no,no,telephone,White-collar,"18.523,00","3,00",Blue,"440,00","1,00","51,00",04/06/2023,Week-23,Q2,2023,"6.407,00","963,00","1.921,00","43,00",0.15,Swipe,Fuel,326.57,"0,00"
716448783,"35,00",F,"0,00",Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,"10.341,00","3,00",Blue,"200,00","0,00","119,00",04/06/2023,Week-23,Q2,2023,"6.235,00","0,00","1.225,00","34,00",0,Swipe,Travel,269.5,"0,00"
716451183,"50,00",F,"2,00",High School,Single,NY,91750,no,yes,no,unknown,Selfemployeed,"14.975,00","3,00",Blue,"250,00","1,00","151,00",04/06/2023,Week-23,Q2,2023,"5.556,00","1.711,00","1.706,00","21,00",0.308,Swipe,Bills,426.5,"0,00"
716452083,"43,00",F,"3,00",High School,Married,CA,91750,no,no,no,unknown,White-collar,"20.768,00","3,00",Blue,"340,00","1,00","79,00",04/06/2023,Week-23,Q2,2023,"4.271,00","1.150,00","2.052,00","50,00",0.269,Swipe,Bills,595.08,"0,00"
716452908,"37,00",F,"3,00",Uneducated,Single,TX,91750,no,no,no,telephone,White-collar,"24.131,00","2,00",Blue,"290,00","1,00","102,00",04/06/2023,Week-23,Q2,2023,"9.239,00","1.421,00","2.246,00","44,00",0.154,Swipe,Grocery,516.58,"0,00"
716453883,"45,00",M,"3,00",Graduate,Married,TX,91750,no,no,no,telephone,Businessman,"61.754,00","3,00",Blue,"250,00","1,00","112,00",04/06/2023,Week-23,Q2,2023,"3.889,00","1.839,00","4.423,00","63,00",0.473,Chip,Entertainment,884.6,"0,00"
716454858,"46,00",F,"1,00",High School,Married,TX,91750,yes,yes,yes,cellular,Businessman,"158.373,00","2,00",Blue,"435,00","1,00","110,00",04/06/2023,Week-23,Q2,2023,"4.014,00","2.266,00","14.257,00","94,00",0.565,Swipe,Travel,1710.84,"0,00"
716455683,"45,00",F,"4,00",Uneducated,Married,TX,91750,no,yes,yes,cellular,Selfemployeed,"11.173,00","2,00",Silver,"245,00","0,00","103,00",04/06/2023,Week-23,Q2,2023,"15.534,00","726,00","1.279,00","28,00",0.047,Swipe,Travel,179.06,"0,00"
716456808,"44,00",F,"1,00",Unknown,Single,CA,91750,yes,no,no,unknown,Selfemployeed,"27.361,00","3,00",Blue,"140,00","1,00","40,00",04/06/2023,Week-23,Q2,2023,"8.087,00","1.263,00","2.429,00","69,00",0.156,Swipe,Fuel,194.32,"0,00"
716457783,"45,00",F,"1,00",Uneducated,Single,IL,91750,no,yes,no,cellular,Businessman,"166.210,00","2,00",Silver,"435,00","1,00","108,00",04/06/2023,Week-23,Q2,2023,"12.633,00","1.661,00","14.378,00","98,00",0.131,Chip,Food,2300.48,"0,00"
716458983,"38,00",F,"0,00",Graduate,Single,NY,91750,no,no,yes,unknown,Blue-collar,"13.710,00","2,00",Blue,"455,00","1,00","40,00",04/06/2023,Week-23,Q2,2023,"3.281,00","837,00","1.424,00","29,00",0.255,Swipe,Fuel,156.64,"0,00"
716460933,"48,00",F,"3,00",Graduate,Single,TX,91750,no,no,no,unknown,Blue-collar,"14.489,00","3,00",Blue,"245,00","0,00","91,00",04/06/2023,Week-23,Q2,2023,"10.306,00","1.427,00","1.456,00","44,00",0.138,Swipe,Bills,189.28,"0,00"
716461683,"42,00",F,"1,00",High School,Married,CA,91750,no,yes,no,cellular,Blue-collar,"51.247,00","3,00",Silver,"290,00","0,00","107,00",04/06/2023,Week-23,Q2,2023,"11.884,00","1.339,00","4.134,00","72,00",0.113,Swipe,Fuel,413.4,"0,00"
716462658,"45,00",F,"3,00",Graduate,Married,TX,91750,no,no,no,unknown,Blue-collar,"13.016,00","2,00",Blue,"285,00","0,00","106,00",04/06/2023,Week-23,Q2,2023,"18.037,00","0,00","1.387,00","36,00",0,Swipe,Entertainment,208.05,"0,00"
716464533,"48,00",M,"2,00",Unknown,Married,FL,91750,no,yes,no,cellular,White-collar,"141.093,00","1,00",Blue,"455,00","0,00","99,00",04/06/2023,Week-23,Q2,2023,"9.550,00","2.517,00","13.783,00","116,00",0.264,Online,Travel,1240.47,"0,00"
716466483,"50,00",F,"1,00",Doctorate,Married,FL,91750,no,no,no,cellular,Retirees,"71.614,00","2,00",Blue,"150,00","0,00","114,00",04/06/2023,Week-23,Q2,2023,"2.245,00","1.342,00","4.624,00","87,00",0.598,Swipe,Grocery,1063.52,"0,00"
716468658,"54,00",M,"3,00",Post-Graduate,Single,NY,91750,yes,no,yes,cellular,Blue-collar,"50.327,00","1,00",Blue,"125,00","1,00","64,00",04/06/2023,Week-23,Q2,2023,"3.537,00","0,00","4.101,00","80,00",0,Swipe,Bills,738.18,"0,00"
716470683,"39,00",M,"2,00",Unknown,Married,TX,91750,no,yes,no,cellular,Retirees,"79.825,00","2,00",Blue,"405,00","1,00","119,00",04/06/2023,Week-23,Q2,2023,"20.631,00","2.048,00","4.827,00","77,00",0.099,Chip,Travel,579.24,"0,00"
716471508,"62,00",F,"0,00",Graduate,Married,NJ,91750,no,no,no,cellular,Businessman,"58.746,00","2,00",Blue,"125,00","0,00","98,00",04/06/2023,Week-23,Q2,2023,"19.865,00","0,00","4.350,00","83,00",0,Chip,Entertainment,565.5,"0,00"
716474358,"40,00",M,"4,00",High School,Single,TX,91750,no,yes,no,cellular,Businessman,"81.332,00","2,00",Blue,"300,00","0,00","92,00",04/06/2023,Week-23,Q2,2023,"1.721,00","729,00","4.853,00","74,00",0.424,Swipe,Fuel,1407.37,"0,00"
716475183,"51,00",F,"3,00",Graduate,Single,NY,91750,no,no,no,cellular,Blue-collar,"57.850,00","3,00",Blue,"445,00","0,00","46,00",04/06/2023,Week-23,Q2,2023,"10.290,00","753,00","4.326,00","81,00",0.073,Online,Fuel,475.86,"0,00"
716477133,"33,00",F,"2,00",High School,Single,NY,91750,yes,yes,yes,unknown,Blue-collar,"44.987,00","3,00",Blue,"175,00","1,00","98,00",04/06/2023,Week-23,Q2,2023,"-168.681,00","838,00","3.910,00","75,00",0.583,Swipe,Entertainment,860.2,"0,00"
